Transaction_ID,Product_ID,Product_Category,Product_Name,Brand,Purchase_Date,Original_Price_INR,Current_Market_Value_INR,Condition_at_Resale,Ownership_Cycle,Resale_Date,Resale_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Recycling_Eligible,Recycled,Recycling_Date,Material_Recovered_Kg,CO2_Saved_Kg,Waste_Diverted_Kg,Circularity_Score,Customer_Rating,Region,City,Final_Disposition,Listing_ID,Condition,Market_Value_INR,Listing_Price_INR,Price_Difference_INR,Discount_Percentage,Listing_to_Market_Ratio,Pricing_Category
EC00720,PRD00720,Furniture,Sofa,Urban Ladder,2023-11-09,59360,45860,Fair,1,2028-08-09,13380,Business,Business,Amazon Renewed,Yes,9310,2,57,1079,Expired,Not Returned,Yes,No,,0.0,260.66,3.42,50.4,3.5,West,Ahmedabad,Recycled,LISTING_00720,Fair,45860.0,13380.0,32480.0,70.82,0.29,Below Market Value
EC00721,PRD00721,Audio,Soundbar,Bose,2021-06-26,31150,18490,Poor,4,2022-08-26,6530,Individual,Business,Cashify,Yes,1340,0,14,7063,Extended,Not Returned,Yes,No,,0.0,85.47,2.2,76.2,3.5,South,Bengaluru,Refurbished,LISTING_00721,Poor,18490.0,6530.0,11960.0,64.68,0.35,Below Market Value
EC00722,PRD00722,Smartphones,Galaxy S Series,OnePlus,2025-06-24,33610,30270,Fair,1,2029-10-24,8900,Individual,Individual,Amazon Renewed,Yes,1380,3,52,11781,Expired,Not Returned,Yes,No,,0.0,193.38,1.25,57.6,4.6,South,Kochi,Resold,LISTING_00722,Fair,30270.0,8900.0,21370.0,70.6,0.29,Below Market Value
EC00723,PRD00723,Smartphones,iPhone,Sony,2022-01-31,96340,71200,Poor,1,2025-02-28,16920,Individual,Business,OLX,No,0,0,37,7838,Expired,Not Returned,Yes,No,,0.0,171.17,2.52,43.3,3.5,North,Lucknow,Recycled,LISTING_00723,Poor,71200.0,16920.0,54280.0,76.24,0.24,Below Market Value
EC00724,PRD00724,Smartphones,Pixel,Google,2022-03-21,56520,28110,Like New,2,2024-06-21,28380,Individual,Individual,Local Dealer,No,0,1,27,6148,Expired,Not Returned,Yes,No,,0.0,216.55,1.9,56.1,5.0,West,Nagpur,Resold,LISTING_00724,Like New,28110.0,28380.0,-270.0,-0.96,1.01,Above Market Value
EC00725,PRD00725,Cameras,DSLR,Nikon,2024-06-10,79920,37890,Good,3,2028-09-10,27690,Individual,Individual,Cashify,No,0,1,51,1570,Expired,Not Returned,No,No,,0.0,374.03,5.06,66.5,5.0,North,Jaipur,Resold,LISTING_00725,Good,37890.0,27690.0,10200.0,26.92,0.73,Below Market Value
EC00726,PRD00726,Smartphones,OnePlus,Apple,2021-03-17,48870,39520,Good,4,2025-09-17,17920,Business,Individual,OLX,Yes,5490,1,54,11843,Extended,Not Returned,Yes,No,,0.0,248.1,1.88,67.9,3.8,East,Bhubaneswar,Landfill,LISTING_00726,Good,39520.0,17920.0,21600.0,54.66,0.45,Below Market Value
EC00727,PRD00727,Audio,Smart Speaker,Sennheiser,2021-09-22,17140,11400,Fair,1,2023-10-22,5140,Individual,Individual,OLX,No,0,0,25,8472,Expired,Not Returned,Yes,No,,0.0,32.47,1.05,40.2,3.8,West,Ahmedabad,Resold,LISTING_00727,Fair,11400.0,5140.0,6260.0,54.91,0.45,Below Market Value
EC00728,PRD00728,Furniture,Office Chair,Urban Ladder,2022-03-31,71250,36900,Fair,1,2024-08-31,25090,Individual,Individual,OLX,Yes,8820,0,29,2852,Expired,Not Returned,Yes,Yes,2024-11-17,61.06,167.41,10.08,63.6,2.3,North,Jaipur,Refurbished,LISTING_00728,Fair,36900.0,25090.0,11810.0,32.01,0.68,Below Market Value
EC00729,PRD00729,Furniture,Office Chair,IKEA,2025-12-25,69460,38660,Fair,1,2030-08-25,18190,Individual,Individual,OLX,No,0,0,56,8201,Expired,Not Returned,Yes,No,,0.0,116.71,3.73,38.3,3.1,North,Jaipur,Refurbished,LISTING_00729,Fair,38660.0,18190.0,20470.0,52.95,0.47,Below Market Value
EC00730,PRD00730,Smartphones,Galaxy S Series,Google,2022-12-19,118690,86120,Like New,2,2027-05-19,46840,Individual,Individual,Amazon Renewed,Yes,7540,1,53,6406,Expired,Not Returned,Yes,No,,0.0,286.75,5.14,64.1,4.6,North,Lucknow,Refurbished,LISTING_00730,Like New,86120.0,46840.0,39280.0,45.61,0.54,Below Market Value
EC00731,PRD00731,Home Appliances,Air Conditioner,Samsung,2023-01-05,13590,8670,Good,2,2025-01-05,6460,Individual,Individual,EchoChain Marketplace,No,0,2,24,7046,Expired,Not Returned,Yes,No,,0.0,68.73,0.57,57.6,5.0,East,Bhubaneswar,Recycled,LISTING_00731,Good,8670.0,6460.0,2210.0,25.49,0.75,Below Market Value
EC00732,PRD00732,Laptops,IdeaPad,Lenovo,2024-11-08,130490,78660,Good,3,2026-11-08,64760,Individual,Business,Amazon Renewed,Yes,7100,0,24,9391,Expired,Not Returned,No,No,,0.0,566.88,9.26,74.9,4.8,West,Ahmedabad,Refurbished,LISTING_00732,Good,78660.0,64760.0,13900.0,17.67,0.82,Below Market Value
EC00733,PRD00733,Gaming,Controller,Microsoft,2025-05-07,136830,111520,Poor,2,2028-03-07,27810,Individual,Individual,EchoChain Marketplace,No,0,3,34,9175,Expired,Not Returned,Yes,No,,0.0,530.83,7.85,62.9,2.9,East,Bhubaneswar,Resold,LISTING_00733,Poor,111520.0,27810.0,83710.0,75.06,0.25,Below Market Value
EC00734,PRD00734,Smartphones,Galaxy S Series,Google,2023-05-01,112990,70980,Poor,3,2023-12-01,26100,Individual,Individual,Local Dealer,Yes,14680,0,7,6903,Active,Not Returned,Yes,No,,0.0,394.02,8.09,82.3,2.8,North,Chandigarh,Resold,LISTING_00734,Poor,70980.0,26100.0,44880.0,63.23,0.37,Below Market Value
EC00735,PRD00735,Furniture,Study Table,Wakefit,2025-03-10,50150,34970,Good,2,2027-07-10,24440,Individual,Individual,Facebook Marketplace,No,0,0,28,6947,Expired,Returned,Yes,No,,0.0,186.86,2.54,45.1,3.6,West,Surat,Refurbished,LISTING_00735,Good,34970.0,24440.0,10530.0,30.11,0.7,Below Market Value
EC00736,PRD00736,Smartphones,Galaxy S Series,Sony,2024-10-22,51710,46890,Fair,3,2028-04-22,16430,Individual,Individual,Amazon Renewed,No,0,1,42,3043,Expired,Not Returned,Yes,No,,0.0,298.87,2.46,57.3,3.7,South,Bengaluru,Resold,LISTING_00736,Fair,46890.0,16430.0,30460.0,64.96,0.35,Below Market Value
EC00737,PRD00737,Cameras,Action Camera,Canon,2021-05-24,160250,142820,Poor,1,2025-09-24,24280,Individual,Individual,OLX,No,0,3,52,7200,Expired,Not Returned,Yes,No,,0.0,169.49,11.67,43.6,2.8,West,Nagpur,Refurbished,LISTING_00737,Poor,142820.0,24280.0,118540.0,83.0,0.17,Below Market Value
EC00738,PRD00738,Home Appliances,Washing Machine,Whirlpool,2023-06-04,27920,19140,Good,2,2025-06-04,11760,Individual,Individual,Cashify,No,0,1,24,2805,Extended,Not Returned,Yes,Yes,2025-07-17,15.36,124.37,5.87,67.3,2.2,East,Bhubaneswar,Recycled,LISTING_00738,Good,19140.0,11760.0,7380.0,38.56,0.61,Below Market Value
EC00739,PRD00739,Fashion,Sneakers,Adidas,2023-12-29,10270,9750,Fair,1,2028-02-29,2970,Individual,Business,Local Dealer,Yes,910,0,50,3954,Expired,Not Returned,Yes,No,,0.0,29.72,0.59,60.5,3.8,South,Hyderabad,Refurbished,LISTING_00739,Fair,9750.0,2970.0,6780.0,69.54,0.3,Below Market Value
EC00740,PRD00740,Audio,Wireless Earbuds,Boat,2024-01-28,21960,12330,Fair,4,2025-08-28,7280,Business,Business,EchoChain Marketplace,No,0,0,19,9337,Expired,Not Returned,Yes,No,,0.0,62.05,0.99,73.0,3.4,South,Hyderabad,Refurbished,LISTING_00740,Fair,12330.0,7280.0,5050.0,40.96,0.59,Below Market Value
EC00741,PRD00741,Furniture,Bookshelf,Godrej,2022-01-31,48130,38510,Fair,1,2023-09-30,18760,Individual,Individual,Amazon Renewed,No,0,1,20,1595,Expired,Not Returned,Yes,No,,0.0,51.97,2.13,43.3,3.0,West,Nagpur,Resold,LISTING_00741,Fair,38510.0,18760.0,19750.0,51.29,0.49,Below Market Value
EC00742,PRD00742,Smartphones,Xperia,Samsung,2023-11-15,34480,30410,Like New,2,2026-09-15,19160,Business,Individual,Local Dealer,Yes,2890,0,34,6760,Expired,Not Returned,Yes,Yes,2026-11-19,25.7,162.24,12.51,72.8,4.4,South,Hyderabad,Resold,LISTING_00742,Like New,30410.0,19160.0,11250.0,36.99,0.63,Below Market Value
EC00743,PRD00743,Home Appliances,Refrigerator,LG,2023-08-06,38100,27490,Good,3,2026-05-06,17610,Individual,Individual,EchoChain Marketplace,No,0,0,33,8094,Extended,Not Returned,Yes,No,,0.0,205.24,0.75,64.6,4.7,East,Guwahati,Refurbished,LISTING_00743,Good,27490.0,17610.0,9880.0,35.94,0.64,Below Market Value
EC00744,PRD00744,Fashion,Jacket,Nike,2023-06-10,26940,16740,Good,3,2024-06-10,14160,Individual,Individual,Facebook Marketplace,Yes,3000,0,12,812,Active,Not Returned,Yes,No,,0.0,48.44,1.16,85.2,3.9,East,Guwahati,Recycled,LISTING_00744,Good,16740.0,14160.0,2580.0,15.41,0.85,Below Market Value
EC00745,PRD00745,Laptops,MacBook Air,Apple,2025-02-01,36870,18550,Fair,3,2027-10-01,10190,Individual,Business,OLX,Yes,4100,3,32,10614,Expired,Not Returned,No,No,,0.0,125.46,2.53,74.8,3.7,West,Mumbai,Refurbished,LISTING_00745,Fair,18550.0,10190.0,8360.0,45.07,0.55,Below Market Value
EC00746,PRD00746,Fashion,Jacket,Levi's,2025-02-16,24100,12410,Like New,1,2030-01-16,9780,Individual,Business,EchoChain Marketplace,No,0,0,59,7561,Expired,Not Returned,Yes,No,,0.0,14.14,0.92,40.7,4.1,East,Kolkata,Resold,LISTING_00746,Like New,12410.0,9780.0,2630.0,21.19,0.79,Below Market Value
EC00747,PRD00747,Smartphones,Pixel,OnePlus,2025-05-08,37010,32890,Like New,4,2026-12-08,21890,Individual,Individual,Cashify,Yes,1740,1,19,6331,Expired,Not Returned,Yes,No,,0.0,129.24,1.59,90.7,4.2,North,Delhi,Resold,LISTING_00747,Like New,32890.0,21890.0,11000.0,33.44,0.67,Below Market Value
EC00748,PRD00748,Home Appliances,Washing Machine,Whirlpool,2024-03-20,22250,18420,Good,1,2028-10-20,8210,Individual,Individual,EchoChain Marketplace,No,0,0,55,7601,Expired,Not Returned,No,No,,0.0,11.89,1.11,42.3,2.8,West,Mumbai,Refurbished,LISTING_00748,Good,18420.0,8210.0,10210.0,55.43,0.45,Below Market Value
EC00749,PRD00749,Cameras,Mirrorless Camera,Canon,2024-03-13,163620,109600,Good,1,2026-07-13,78830,Individual,Individual,EchoChain Marketplace,No,0,1,28,3216,Expired,Not Returned,Yes,No,,0.0,189.82,12.23,42.8,5.0,South,Vijayawada,Recycled,LISTING_00749,Good,109600.0,78830.0,30770.0,28.07,0.72,Below Market Value
EC00750,PRD00750,Home Appliances,Refrigerator,Whirlpool,2022-07-23,73230,59600,Fair,1,2027-07-23,16770,Individual,Business,Facebook Marketplace,Yes,5090,0,60,4313,Expired,Not Returned,Yes,Yes,2027-09-19,39.83,377.69,13.63,63.4,4.9,West,Mumbai,Recycled,LISTING_00750,Fair,59600.0,16770.0,42830.0,71.86,0.28,Below Market Value
EC00751,PRD00751,Audio,Bluetooth Speaker,JBL,2023-11-29,27540,24850,Good,2,2028-01-29,9130,Individual,Individual,Cashify,No,0,0,50,2692,Expired,Returned,Yes,No,,0.0,124.27,0.46,46.4,3.6,South,Hyderabad,Resold,LISTING_00751,Good,24850.0,9130.0,15720.0,63.26,0.37,Below Market Value
EC00752,PRD00752,Fashion,Denim,Levi's,2021-04-19,3850,3260,Fair,2,2025-09-19,1070,Individual,Individual,Facebook Marketplace,No,0,0,53,1458,Expired,Not Returned,Yes,No,,0.0,10.66,0.12,58.8,3.7,West,Pune,Recycled,LISTING_00752,Fair,3260.0,1070.0,2190.0,67.18,0.33,Below Market Value
EC00753,PRD00753,Smartphones,Xperia,Samsung,2025-09-13,87920,48350,Good,2,2026-11-13,49650,Individual,Individual,Cashify,Yes,4360,1,14,3706,Expired,Not Returned,No,No,,0.0,176.33,6.68,69.1,2.8,East,Guwahati,Recycled,LISTING_00753,Good,48350.0,49650.0,-1300.0,-2.69,1.03,Above Market Value
EC00754,PRD00754,Laptops,IdeaPad,Lenovo,2023-12-02,85240,75470,Good,1,2028-05-02,33010,Individual,Individual,OLX,Yes,12010,0,53,10757,Extended,Not Returned,Yes,No,,0.0,571.82,6.68,59.5,4.6,North,Jaipur,Refurbished,LISTING_00754,Good,75470.0,33010.0,42460.0,56.26,0.44,Below Market Value
EC00755,PRD00755,Home Appliances,Microwave,LG,2024-04-24,99230,75990,Good,1,2029-01-24,34270,Business,Individual,Facebook Marketplace,No,0,0,57,9738,Expired,Not Returned,Yes,No,,0.0,151.8,6.17,36.8,4.1,East,Bhubaneswar,Refurbished,LISTING_00755,Good,75990.0,34270.0,41720.0,54.9,0.45,Below Market Value
EC00756,PRD00756,Gaming,Gaming Console,Sony,2023-07-24,42590,39420,Good,2,2025-12-24,20680,Individual,Business,Facebook Marketplace,No,0,3,29,5552,Expired,Not Returned,Yes,No,,0.0,106.54,2.48,54.3,3.8,West,Ahmedabad,Resold,LISTING_00756,Good,39420.0,20680.0,18740.0,47.54,0.52,Below Market Value
EC00757,PRD00757,Cameras,Action Camera,Canon,2022-02-02,161350,104980,Good,2,2025-04-02,60740,Individual,Individual,EchoChain Marketplace,Yes,24770,0,38,7089,Extended,Returned,Yes,No,,0.0,479.34,9.96,63.7,3.6,East,Kolkata,Refurbished,LISTING_00757,Good,104980.0,60740.0,44240.0,42.14,0.58,Below Market Value
EC00758,PRD00758,Gaming,VR Headset,Lenovo,2024-05-31,132540,104430,Like New,1,2025-12-31,82860,Business,Individual,OLX,No,0,2,19,2303,Extended,Not Returned,Yes,No,,0.0,210.15,9.22,56.0,4.0,West,Nagpur,Resold,LISTING_00758,Like New,104430.0,82860.0,21570.0,20.65,0.79,Below Market Value
EC00759,PRD00759,Smartphones,Galaxy S Series,Samsung,2022-09-26,24400,19830,Poor,1,2025-07-26,3970,Individual,Individual,Local Dealer,Yes,2050,1,34,11276,Expired,Not Returned,Yes,No,,0.0,51.25,0.59,58.8,3.5,West,Surat,Resold,LISTING_00759,Poor,19830.0,3970.0,15860.0,79.98,0.2,Below Market Value
EC00760,PRD00760,Smartphones,OnePlus,Apple,2024-03-02,93410,43870,Good,4,2025-02-02,54620,Individual,Individual,Local Dealer,No,0,1,11,8905,Active,Not Returned,Yes,No,,0.0,296.38,6.05,73.1,4.4,South,Hyderabad,Refurbished,LISTING_00760,Good,43870.0,54620.0,-10750.0,-24.5,1.25,Above Market Value
EC00761,PRD00761,Fashion,Backpack,Levi's,2024-04-01,8810,5120,Poor,3,2027-08-01,1480,Individual,Business,Local Dealer,No,0,0,40,7086,Expired,Not Returned,No,No,,0.0,43.4,0.59,59.4,3.1,North,Chandigarh,Resold,LISTING_00761,Poor,5120.0,1480.0,3640.0,71.09,0.29,Below Market Value
EC00762,PRD00762,Smartphones,Pixel,Samsung,2024-05-23,18660,11030,Like New,1,2028-06-23,8480,Individual,Individual,EchoChain Marketplace,No,0,0,49,1286,Extended,Not Returned,Yes,No,,0.0,33.19,0.5,44.1,4.1,North,Delhi,Resold,LISTING_00762,Like New,11030.0,8480.0,2550.0,23.12,0.77,Below Market Value
EC00763,PRD00763,Fashion,Denim,Levi's,2023-01-03,13690,10380,Good,1,2023-07-03,7330,Business,Individual,Facebook Marketplace,No,0,2,6,6521,Active,Not Returned,Yes,No,,0.0,18.37,0.6,50.0,4.3,West,Ahmedabad,Resold,LISTING_00763,Good,10380.0,7330.0,3050.0,29.38,0.71,Below Market Value
EC00764,PRD00764,Home Appliances,Vacuum Cleaner,IFB,2021-08-23,99880,77040,Fair,1,2025-10-23,24560,Business,Individual,Amazon Renewed,Yes,13270,2,50,10956,Expired,Not Returned,Yes,Yes,2025-12-24,69.31,245.96,12.4,64.4,3.1,North,Lucknow,Refurbished,LISTING_00764,Fair,77040.0,24560.0,52480.0,68.12,0.32,Below Market Value
EC00765,PRD00765,Furniture,Sofa,IKEA,2022-10-20,85080,48810,Good,4,2027-06-20,28160,Individual,Individual,EchoChain Marketplace,No,0,0,56,6516,Expired,Not Returned,No,No,,0.0,229.07,4.06,61.9,3.6,North,Lucknow,Refurbished,LISTING_00765,Good,48810.0,28160.0,20650.0,42.31,0.58,Below Market Value
EC00766,PRD00766,Fashion,Jacket,Puma,2023-01-21,34420,26700,Fair,2,2025-07-21,11660,Business,Individual,Amazon Renewed,No,0,0,30,5162,Expired,Not Returned,Yes,No,,0.0,71.28,2.44,46.1,3.1,West,Pune,Resold,LISTING_00766,Fair,26700.0,11660.0,15040.0,56.33,0.44,Below Market Value
EC00767,PRD00767,Home Appliances,Air Conditioner,Samsung,2022-08-11,36660,31480,Fair,2,2024-04-11,12350,Individual,Business,OLX,No,0,4,20,6021,Expired,Not Returned,Yes,No,,0.0,159.32,1.37,64.8,2.9,South,Hyderabad,Resold,LISTING_00767,Fair,31480.0,12350.0,19130.0,60.77,0.39,Below Market Value
EC00768,PRD00768,Laptops,IdeaPad,HP,2023-10-30,141040,89630,Fair,5,2028-04-30,32250,Individual,Individual,Local Dealer,No,0,0,54,1115,Extended,Not Returned,Yes,No,,0.0,786.15,9.91,74.7,3.4,South,Hyderabad,Resold,LISTING_00768,Fair,89630.0,32250.0,57380.0,64.02,0.36,Below Market Value
EC00769,PRD00769,Laptops,MacBook Air,Dell,2024-01-03,177500,121060,Like New,4,2024-10-03,104630,Business,Business,EchoChain Marketplace,No,0,0,9,11564,Active,Not Returned,No,No,,0.0,818.12,8.19,83.0,3.9,North,Chandigarh,Refurbished,LISTING_00769,Like New,121060.0,104630.0,16430.0,13.57,0.86,Below Market Value
EC00770,PRD00770,Audio,Wireless Earbuds,Sony,2023-08-12,8680,5810,Good,1,2023-12-12,5310,Individual,Individual,EchoChain Marketplace,No,0,0,4,1397,Active,Returned,Yes,Yes,2024-01-07,3.67,5.82,2.47,64.8,3.4,North,Lucknow,Resold,LISTING_00770,Good,5810.0,5310.0,500.0,8.61,0.91,Below Market Value
EC00771,PRD00771,Smartphones,OnePlus,Google,2022-05-07,64550,35540,Like New,1,2023-08-07,37090,Individual,Individual,EchoChain Marketplace,No,0,0,15,10910,Extended,Not Returned,Yes,No,,0.0,104.39,1.07,39.8,3.6,West,Pune,Refurbished,LISTING_00771,Like New,35540.0,37090.0,-1550.0,-4.36,1.04,Above Market Value
EC00772,PRD00772,Gaming,Controller,Microsoft,2023-07-02,145250,84560,Good,2,2026-01-02,61520,Business,Individual,Local Dealer,Yes,17230,2,30,9998,Expired,Not Returned,Yes,Yes,2026-01-12,47.73,646.11,29.26,76.1,3.8,North,Noida,Resold,LISTING_00772,Good,84560.0,61520.0,23040.0,27.25,0.73,Below Market Value
EC00773,PRD00773,Home Appliances,Vacuum Cleaner,Samsung,2024-06-30,38880,36410,Fair,3,2028-05-30,9660,Business,Individual,OLX,Yes,5680,3,47,6087,Expired,Not Returned,Yes,Yes,2028-08-03,34.69,115.74,13.78,81.2,4.1,North,Delhi,Recycled,LISTING_00773,Fair,36410.0,9660.0,26750.0,73.47,0.27,Below Market Value
EC00774,PRD00774,Fashion,Watch,Adidas,2024-06-07,15660,8220,Good,5,2026-07-07,7680,Individual,Individual,Facebook Marketplace,No,0,0,25,2322,Expired,Not Returned,Yes,No,,0.0,82.9,1.02,76.8,5.0,East,Ranchi,Resold,LISTING_00774,Good,8220.0,7680.0,540.0,6.57,0.93,Below Market Value
EC00775,PRD00775,Fashion,Denim,Nike,2025-03-23,2410,1660,Good,2,2029-01-23,1010,Individual,Individual,Cashify,No,0,2,46,9261,Extended,Not Returned,Yes,Yes,2029-04-24,0.98,10.28,0.32,60.2,3.4,South,Vijayawada,Resold,LISTING_00775,Good,1660.0,1010.0,650.0,39.16,0.61,Below Market Value
EC00776,PRD00776,Audio,Smart Speaker,Boat,2024-04-12,2900,1960,Good,3,2025-10-12,1400,Individual,Business,Amazon Renewed,No,0,1,18,292,Expired,Not Returned,Yes,No,,0.0,14.29,0.12,58.8,3.8,East,Ranchi,Resold,LISTING_00776,Good,1960.0,1400.0,560.0,28.57,0.71,Below Market Value
EC00777,PRD00777,Cameras,DSLR,GoPro,2025-08-04,107930,50250,Poor,2,2029-04-04,18910,Individual,Individual,Cashify,Yes,3610,1,44,11959,Expired,Not Returned,Yes,No,,0.0,560.72,2.69,50.3,2.3,West,Pune,Refurbished,LISTING_00777,Poor,50250.0,18910.0,31340.0,62.37,0.38,Below Market Value
EC00778,PRD00778,Audio,Soundbar,Boat,2024-04-06,15950,7310,Fair,3,2024-09-06,6280,Individual,Individual,Local Dealer,Yes,1160,0,5,4203,Active,Not Returned,Yes,Yes,2024-12-20,13.96,50.42,2.92,90.1,2.9,East,Patna,Recycled,LISTING_00778,Fair,7310.0,6280.0,1030.0,14.09,0.86,Below Market Value
EC00779,PRD00779,Smartphones,Pixel,Google,2021-06-19,78320,44540,Like New,1,2024-10-19,43840,Individual,Individual,Facebook Marketplace,No,0,0,40,4784,Expired,Not Returned,Yes,No,,0.0,63.36,3.22,49.9,3.7,North,Chandigarh,Resold,LISTING_00779,Like New,44540.0,43840.0,700.0,1.57,0.98,Below Market Value
EC00780,PRD00780,Home Appliances,Refrigerator,Daikin,2024-11-17,38490,19490,Good,1,2025-04-17,21120,Individual,Individual,Facebook Marketplace,No,0,1,5,3876,Active,Not Returned,Yes,Yes,2025-08-04,24.12,64.44,13.28,61.2,4.1,South,Kochi,Resold,LISTING_00780,Good,19490.0,21120.0,-1630.0,-8.36,1.08,Above Market Value
EC00781,PRD00781,Audio,Soundbar,Sony,2023-08-04,10290,8310,Good,2,2027-04-04,4370,Individual,Individual,OLX,No,0,0,44,4187,Expired,Not Returned,Yes,No,,0.0,58.97,0.37,43.2,3.3,North,Noida,Refurbished,LISTING_00781,Good,8310.0,4370.0,3940.0,47.41,0.53,Below Market Value
EC00782,PRD00782,Cameras,Mirrorless Camera,Sony,2023-03-06,184900,113500,Good,2,2026-11-06,73260,Business,Individual,Facebook Marketplace,No,0,1,44,7350,Expired,Not Returned,Yes,No,,0.0,1090.88,8.6,58.3,3.3,West,Nagpur,Refurbished,LISTING_00782,Good,113500.0,73260.0,40240.0,35.45,0.65,Below Market Value
EC00783,PRD00783,Home Appliances,Microwave,IFB,2022-09-26,33140,20030,Good,2,2026-03-26,13710,Business,Individual,Cashify,No,0,3,42,5425,Expired,Not Returned,No,No,,0.0,70.94,1.57,51.6,3.8,North,Jaipur,Refurbished,LISTING_00783,Good,20030.0,13710.0,6320.0,31.55,0.68,Below Market Value
EC00784,PRD00784,Laptops,MacBook Air,HP,2024-05-02,163590,92390,Good,3,2026-02-02,83260,Individual,Individual,Amazon Renewed,No,0,0,21,5523,Expired,Not Returned,Yes,No,,0.0,771.42,12.58,65.2,4.3,North,Delhi,Resold,LISTING_00784,Good,92390.0,83260.0,9130.0,9.88,0.9,Below Market Value
EC00785,PRD00785,Furniture,Office Chair,Godrej,2025-03-21,74760,35010,Good,2,2028-10-21,29010,Individual,Business,Cashify,No,0,2,43,1484,Expired,Not Returned,Yes,No,,0.0,480.38,5.35,62.2,5.0,East,Kolkata,Recycled,LISTING_00785,Good,35010.0,29010.0,6000.0,17.14,0.83,Below Market Value
EC00786,PRD00786,Audio,Soundbar,JBL,2021-01-29,47180,44430,Good,3,2022-06-29,22300,Individual,Individual,Local Dealer,No,0,1,17,6720,Expired,Not Returned,Yes,No,,0.0,154.5,0.73,63.6,4.7,North,Noida,Resold,LISTING_00786,Good,44430.0,22300.0,22130.0,49.81,0.5,Below Market Value
EC00787,PRD00787,Laptops,IdeaPad,Dell,2024-04-03,26740,23220,Like New,2,2024-11-03,16690,Business,Individual,Facebook Marketplace,No,0,1,7,9685,Active,Not Returned,Yes,Yes,2025-02-06,24.04,89.9,6.04,66.9,4.3,West,Pune,Resold,LISTING_00787,Like New,23220.0,16690.0,6530.0,28.12,0.72,Below Market Value
EC00788,PRD00788,Laptops,MacBook Air,HP,2024-12-16,83240,51630,Like New,2,2028-04-16,44980,Individual,Business,Amazon Renewed,No,0,0,40,7800,Expired,Not Returned,Yes,No,,0.0,485.53,5.19,60.0,3.9,West,Nagpur,Resold,LISTING_00788,Like New,51630.0,44980.0,6650.0,12.88,0.87,Below Market Value
EC00789,PRD00789,Fashion,Watch,Levi's,2021-12-05,18410,13750,Fair,4,2024-05-05,5320,Individual,Individual,Cashify,Yes,2780,0,29,3108,Extended,Not Returned,Yes,No,,0.0,42.67,0.46,80.9,4.1,East,Ranchi,Resold,LISTING_00789,Fair,13750.0,5320.0,8430.0,61.31,0.39,Below Market Value
EC00790,PRD00790,Gaming,Controller,ASUS,2025-07-30,135740,105910,Fair,3,2028-02-29,38980,Individual,Business,Amazon Renewed,No,0,0,31,7469,Expired,Not Returned,Yes,No,,0.0,771.93,6.15,60.9,3.4,North,Jaipur,Resold,LISTING_00790,Fair,105910.0,38980.0,66930.0,63.2,0.37,Below Market Value
EC00791,PRD00791,Smartphones,iPhone,Apple,2025-02-28,27140,20700,Good,2,2029-08-28,10540,Business,Individual,Local Dealer,No,0,2,54,509,Expired,Not Returned,Yes,No,,0.0,90.09,1.73,46.3,5.0,North,Jaipur,Refurbished,LISTING_00791,Good,20700.0,10540.0,10160.0,49.08,0.51,Below Market Value
EC00792,PRD00792,Laptops,Inspiron,HP,2024-10-20,45960,38490,Like New,1,2026-02-20,31070,Individual,Business,OLX,No,0,0,16,9952,Expired,Not Returned,Yes,No,,0.0,40.67,1.29,48.1,3.7,North,Noida,Resold,LISTING_00792,Like New,38490.0,31070.0,7420.0,19.28,0.81,Below Market Value
EC00793,PRD00793,Cameras,Action Camera,Canon,2024-09-27,166820,117710,Fair,3,2029-03-27,41640,Individual,Individual,Amazon Renewed,No,0,4,54,6276,Extended,Not Returned,Yes,No,,0.0,797.6,6.85,52.7,3.3,West,Mumbai,Resold,LISTING_00793,Fair,117710.0,41640.0,76070.0,64.62,0.35,Below Market Value
EC00794,PRD00794,Smartphones,iPhone,Sony,2022-05-15,93240,43560,Good,1,2024-10-15,37720,Individual,Individual,OLX,No,0,1,29,6761,Expired,Not Returned,Yes,Yes,2025-01-22,68.05,65.69,36.32,57.8,4.9,North,Chandigarh,Resold,LISTING_00794,Good,43560.0,37720.0,5840.0,13.41,0.87,Below Market Value
EC00795,PRD00795,Smartphones,OnePlus,Apple,2025-08-08,35890,17170,Fair,2,2030-05-08,9880,Individual,Business,OLX,Yes,3770,0,57,9641,Expired,Not Returned,Yes,No,,0.0,122.15,0.76,71.8,3.5,South,Kochi,Refurbished,LISTING_00795,Fair,17170.0,9880.0,7290.0,42.46,0.58,Below Market Value
EC00796,PRD00796,Home Appliances,Microwave,LG,2022-05-26,90070,44140,Good,1,2024-02-26,43560,Business,Individual,OLX,Yes,6480,0,21,2448,Expired,Not Returned,Yes,No,,0.0,455.87,5.85,62.3,3.9,East,Bhubaneswar,Resold,LISTING_00796,Good,44140.0,43560.0,580.0,1.31,0.99,Below Market Value
